epoch,num_heads,lambda_bal,train_loss,val_loss,val_score,head_cosine_train,head_cosine_val,balance_loss_train,balance_loss_val,router_entropy_norm_train,router_entropy_norm_val,lambda_hard,hard_organ_routing_loss_train,hard_organ_routing_loss_val,val_router_util_H1,val_router_util_H2,val_router_entropy_dec1,val_router_entropy_dec2,val_router_entropy_dec3,val_router_entropy_dec4,val_util_dec1_H1,val_util_dec1_H2,val_util_dec2_H1,val_util_dec2_H2,val_util_dec3_H1,val_util_dec3_H2,val_util_dec4_H1,val_util_dec4_H2,train_liver_pos_dice,val_liver_pos_dice,val_liver_pos_iou,train_spleen_pos_dice,val_spleen_pos_dice,val_spleen_pos_iou,train_right_kidney_pos_dice,val_right_kidney_pos_dice,val_right_kidney_pos_iou,train_left_kidney_pos_dice,val_left_kidney_pos_dice,val_left_kidney_pos_iou,train_stomach_pos_dice,val_stomach_pos_dice,val_stomach_pos_iou,train_pancreas_pos_dice,val_pancreas_pos_dice,val_pancreas_pos_iou,train_gall_bladder_pos_dice,val_gall_bladder_pos_dice,val_gall_bladder_pos_iou,train_right_adrenal_gland_pos_dice,val_right_adrenal_gland_pos_dice,val_right_adrenal_gland_pos_iou,train_left_adrenal_gland_pos_dice,val_left_adrenal_gland_pos_dice,val_left_adrenal_gland_pos_iou,train_duodenum_pos_dice,val_duodenum_pos_dice,val_duodenum_pos_iou,train_esophagus_pos_dice,val_esophagus_pos_dice,val_esophagus_pos_iou,train_bladder_pos_dice,val_bladder_pos_dice,val_bladder_pos_iou
1,2,0.1,8.257935810317749,2.9679493045508947,0.5374181696288501,0.802261759562344,0.7794354783704762,0.0007732345557406516,0.019959995694229953,0.8709773254181205,0.8448126868866469,0.0,0.0,0.0,0.4746267108960487,0.5253732672083675,0.9830088900600702,0.9723780186268207,0.9127727567203461,0.5110910782873496,0.5115315198492841,0.48846845757934243,0.48094485899488404,0.5190551198529008,0.4900927857882312,0.5099071910997637,0.4159376779887952,0.5840623020585162,0.6938015119169302,0.8307020761264984,0.7507228197178475,0.7031353616016098,0.8659364013135872,0.8020225734652793,0.4380322335085007,0.8064277240978863,0.7306446383429291,0.6082305294632392,0.8532433207052108,0.7799908257416115,0.5951092977773997,0.7210894091949004,0.6219139172364754,0.3037472727982292,0.5502922658912219,0.41436399937280854,0.362966694674836,0.5576656214615645,0.460387129164388,0.007964847900724815,2.8657391373064675e-09,2.8657391373064675e-09,0.0020181938404297516,4.078457523627199e-09,4.078457523627199e-09,0.23026662933423964,0.38992814037862156,0.2688496269414358,0.14840283117394842,0.22135167003261022,0.14231723171797703,0.4691861749188038,0.652381399399903,0.5528378692777424
2,2,0.1,4.944573246549912,2.1853124119280007,0.6219985545898946,0.7677286355405043,0.7519126720979911,0.0016086384947285191,0.014764520384303039,0.8478957177173548,0.8313386015881217,0.0,0.0,0.0,0.48092995026484636,0.5190700232442004,0.9632577147343262,0.9666334900185635,0.8947823142248487,0.5006808866313796,0.4885977891161869,0.511402169728225,0.49778143139112563,0.5022185474566592,0.4828681061867954,0.5171318740801476,0.45447247662917284,0.5455275059692444,0.8460884052165152,0.8478847421101416,0.7926338772934429,0.8855817427016781,0.9013013956094555,0.8441159020056466,0.8526247401227135,0.8631191095258325,0.8049445075739422,0.8854263462419866,0.8645319412938168,0.8068357991556884,0.7701041025612462,0.7649813908278781,0.6804737932579834,0.6472543340516972,0.6234682266665073,0.49596392488501306,0.6938006657149803,0.6668192277143653,0.5696056198306054,0.11729701938977721,0.3224060484657444,0.21882229532379893,3.5418981721203107e-09,4.078457523627199e-09,4.078457523627199e-09,0.561453176034005,0.5379065578380273,0.40704510755228257,0.2718158246660578,0.3415773645088505,0.26403247424742377,0.7024833033952803,0.7299866464396585,0.655773227290749
3,2,0.1,3.0318783428418743,1.4311071490063243,0.7344599183252222,0.7470037364736231,0.7392688728784488,0.0017866852682095753,0.010256868762246369,0.8378437035988888,0.830779989830761,0.0,0.0,0.0,0.5098042930064558,0.4901956776642745,0.9715691979239587,0.9620749481410937,0.9113481832739988,0.4781276292744137,0.5047956878095528,0.49520425738390883,0.4883840645657105,0.5116159123898634,0.5348250830795219,0.465174895565526,0.5112123322459846,0.4887876478858005,0.9037552229870427,0.9066152299507572,0.8525411765587579,0.9093331009625303,0.90123891051046,0.8410580637963654,0.9097870655541108,0.881847009195486,0.8143522913414223,0.917048818605671,0.9012525873448537,0.839279562694604,0.8258579709219583,0.7903357595430657,0.7049955412347446,0.7180107806061576,0.6684993512912871,0.5383767476639126,0.7596023517419249,0.6427807105150053,0.5492480005931645,0.5320037974512424,0.5389915295712692,0.39235813983843854,0.4463370177060547,0.5331062168833074,0.40525449400042596,0.6577608501085996,0.5650369336722576,0.4298860295390253,0.6223824334513586,0.6839961810208448,0.5498616073365747,0.7800695845605508,0.7998186004040715,0.7210970336511083
4,2,0.1,2.193642860927287,1.2887770702421784,0.7666050010669695,0.7261734174879552,0.7273281589657271,0.0018786106776235477,0.01100732240184731,0.8299327075456019,0.8285520849855038,0.0,0.0,0.0,0.5322744594274464,0.4677255099592836,0.965823606433782,0.9597684962679199,0.8991712023611782,0.48944502964176556,0.5299095691196503,0.47009035985486036,0.5147274979252934,0.4852724801791228,0.5134789069899085,0.4865210751016664,0.5709818569170374,0.42901812294443176,0.9217683613152772,0.9094231389335969,0.8558705640114328,0.918463947648341,0.9074393565199075,0.8568168824053854,0.9238627802675979,0.9179841815445193,0.8638710218634454,0.9294646452747112,0.9110646836216854,0.8574229115090912,0.8455829361171502,0.8030330291918473,0.7234587399644138,0.7454317640697637,0.6723134191868265,0.5455787952636068,0.7903266770113886,0.704252500552204,0.608505136560099,0.6321139238666011,0.6142414638930037,0.46994467995008776,0.6492734058549061,0.6255236700750314,0.4875966121370976,0.7035542988663164,0.5883337589604257,0.4589350341750607,0.7523258371215472,0.7306303167960754,0.6043114623446998,0.8121972632368639,0.8150204935285104,0.7364982936027816
5,2,0.1,1.9283671309926373,1.2245495699999922,0.770693603246014,0.7176748282816952,0.7172816925578647,0.0017171587163604027,0.012743252745330402,0.8278912327926515,0.8217711131048311,0.0,0.0,0.0,0.4893438478175745,0.5106561148788383,0.9592054349765216,0.9515715402270121,0.8881391365241572,0.48816834937553016,0.5152054098593134,0.48479450093645626,0.49939617940357756,0.5006037995117862,0.5029355818046735,0.49706439670521657,0.4398382179050489,0.5601617637810523,0.9286589916727304,0.9214863817517956,0.8724140163370209,0.9245600711577919,0.9089671772074055,0.8552910541130309,0.9297413383002336,0.9192592766636537,0.8680187854948365,0.9348899108320504,0.9156354835643737,0.8648096709892747,0.8639842114599379,0.80485936583541,0.7259392967297384,0.7674194591602842,0.6886596040912217,0.5599424789055361,0.8123387224352726,0.7196311662545892,0.6241047974847809,0.6726006514188935,0.6113806487200919,0.47046308975257417,0.683990716120473,0.6162673167034247,0.4830994946596192,0.7318179923113641,0.5890669522900913,0.46364582829398776,0.7843049252170988,0.7563401476578101,0.631102939871581,0.8286811795057083,0.7967697182122998,0.7217276985086473
6,2,0.1,1.7822337835177693,1.2782199274483002,0.7745562015911021,0.7001216593426647,0.7276302838271438,0.0015732946548636727,0.008983231483816093,0.8156098123555697,0.8371643006396131,0.0,0.0,0.0,0.5112594992530589,0.48874046134840604,0.9521213759100086,0.944102960919577,0.9085712686958226,0.5438615928431487,0.5317738979987277,0.46822600353872423,0.49913157303046746,0.500868406425528,0.5159740778459173,0.4840259020831309,0.4981584479343864,0.5018415346978202,0.93411076711575,0.926420424096533,0.8787048868644801,0.9301956047737447,0.9157039221948623,0.8673780234721852,0.9336862928831878,0.9170281141196996,0.868221265604881,0.938104833178108,0.918625375334106,0.8702959073149739,0.8741681900329157,0.8005391865032737,0.7275564879044736,0.7831145999876583,0.682955801704055,0.552106209827004,0.8244244655800448,0.7550022342714383,0.6594571685864458,0.6946229394029637,0.6169406065398382,0.471832323841899,0.7111388951541341,0.6256499381989357,0.4957433662093431,0.7509457139756638,0.5874503745816761,0.467202247616831,0.8022129405244112,0.7250241389028509,0.6051500855990123,0.8410179505838619,0.823334302645956,0.7440325177119126
7,2,0.1,1.6618719310663963,1.259238584809803,0.7741093487873071,0.7018548535396558,0.7119461448014188,0.0016078256383607959,0.006743220187512297,0.8170183210561872,0.8292202471064872,0.0,0.0,0.0,0.5035830415835997,0.4964169190178653,0.9513556116562581,0.9472532602124203,0.8928470995420772,0.5254250171841407,0.5246055694529259,0.4753943299895782,0.501304817916044,0.4986951614723725,0.49776872154536433,0.502231258045789,0.49065305417627436,0.5093469248066683,0.9368875727273779,0.9217791130933828,0.8730194738163525,0.9351324715859284,0.9265457335068452,0.8800039816949818,0.9372937886878683,0.9169450278603594,0.8675259219687335,0.9412389501638389,0.9102195695565896,0.8615760653993009,0.8815004473290092,0.7998784655210428,0.7248745079818214,0.7922232804434526,0.6782787280946516,0.56305862506217,0.8337752298489932,0.7655303860765192,0.6650018459484954,0.7147850045969508,0.5756274278760863,0.44457938517529283,0.729001750862123,0.605056396190743,0.47801528977397084,0.7645547418529258,0.6101100233211443,0.48046500340793236,0.8157875805154019,0.7592068580402912,0.6390932855301358,0.8539810244159182,0.8201344563100286,0.7473355304987932
8,2,0.1,1.579397943309475,1.2008499094147265,0.7801206128688922,0.6960359089263816,0.7080487611612766,0.0013423444825187614,0.0067442366042648125,0.8139471702236392,0.8256217977897921,0.0,0.0,0.0,0.5042698555657653,0.4957301028731729,0.9457502720577646,0.9436084426719856,0.8880467195900119,0.5250817582585644,0.5078726462901585,0.49212723456813096,0.5133691023942294,0.48663087699418706,0.49973781166974107,0.5002621689350967,0.4960998564350362,0.5039001247780123,0.9408699027204824,0.9264320893496867,0.8791574253053065,0.9370725850389414,0.9215897643615177,0.87530035189135,0.939434289061356,0.9207674116684862,0.869529104878572,0.9427918027528958,0.9224920879927245,0.8760201136817579,0.8910719979093009,0.8178047118669443,0.7455008212873986,0.8045376807564254,0.7050432814024973,0.5878535728345813,0.8418807429339455,0.7176038837018579,0.6268214427719841,0.723838011063332,0.5928644735202379,0.45768289239676135,0.7416397726673333,0.6532475335899597,0.5217269803934659,0.7803041525586591,0.6212237173376796,0.49571552161001753,0.8255198622602027,0.7523312782317302,0.6364356430896901,0.8620359802777761,0.8100471214033855,0.7368111135736686
9,2,0.1,1.4925040376713508,1.2445028243680056,0.7812472426415362,0.6969955063749995,0.6943415808839862,0.0012993961039005804,0.006163839563679503,0.8165422903003213,0.8131579805393608,0.0,0.0,0.0,0.500263829755675,0.4997361150998918,0.9355159569489442,0.9348010027489695,0.8900245725432762,0.49229038312456774,0.5075869457521677,0.4924129019924302,0.4939076885614806,0.5060922894077777,0.5206996777565841,0.4793003002126741,0.478861009520468,0.5211389728414229,0.9419357442690302,0.9208017952018571,0.8711395613634836,0.9400864784905103,0.920797879172726,0.8757135422994815,0.9413638025014665,0.9190049925607745,0.8704751420239504,0.9444625343355523,0.9232289947158218,0.8783278449136378,0.8952873156556197,0.7877069177918529,0.7134682308207713,0.8125521807557446,0.6827875797042061,0.562324438611839,0.8476642453785133,0.7411705400063613,0.6478600368460762,0.7359167079672857,0.6586477005641072,0.5231909193561194,0.7543207191730049,0.5989966519956893,0.47740804718439694,0.7899779803291634,0.6175631720992786,0.4871000812646692,0.8316040907906239,0.7675247540280811,0.6513535204331243,0.8708012832636736,0.8367359338576792,0.7653503352395495
10,2,0.1,1.443877873461362,1.2519852870932968,0.7784874624782745,0.6928849355129165,0.7084751279175687,0.0013112273681036815,0.004815122296925749,0.8155948921473015,0.8364028983375653,0.0,0.0,0.0,0.5155304706150712,0.4844694820796551,0.9415918822461515,0.9344154561187675,0.8666724001739571,0.6029318576497015,0.5268814217746933,0.4731184471896987,0.5255448457335128,0.4744551339927985,0.5138869586985668,0.48611301960858627,0.49580865368551136,0.5041913255001682,0.945190659948532,0.9269262182117166,0.8792611022107715,0.940267063292748,0.9254589123108118,0.8789057810531641,0.9422080949753331,0.9146782010856402,0.8666515764672399,0.9451498224588019,0.9006049276206152,0.8553612592724699,0.9000945087343866,0.8077090330590178,0.7381448015816816,0.8167644599531231,0.7100210361298763,0.59077694055924,0.8540697740186481,0.7397887307724036,0.6425405373139672,0.7457532849132039,0.6161598793200457,0.4835395703652385,0.7617282402153318,0.6351816406000168,0.5133201235915511,0.8001312115530084,0.6063829874090159,0.48254483533391496,0.8387186964691264,0.763394914690013,0.6453904974225321,0.8749817167304909,0.7955430685301202,0.7238221842430946
