config,organ,dice,delta
uniform_dec2_only,stomach,0.823930436861834,-0.0024806079896243505
uniform_dec2_only,pancreas,0.7029706723440726,-0.004590579552011365
uniform_dec2_only,gall_bladder,0.7103191262720704,-0.005233162610021824
uniform_dec2_only,right_adrenal_gland,0.6658828666341713,-0.005099115272362953
uniform_dec2_only,left_adrenal_gland,0.6363224625475292,-0.004436656811448447
uniform_dec2_only,duodenum,0.6206342330769717,-0.013039901681710986
uniform_dec2_only,esophagus,0.7635907182273897,-0.007246082783431529
uniform_dec2_only,bladder,0.804518173516606,-0.004250770031603013
uniform_dec1_only,liver,0.9261122840327143,-0.0013969043232747724
uniform_dec1_only,spleen,0.9150820733260853,-0.004381541162711278
uniform_dec1_only,right_kidney,0.9296752439137516,-0.0008941287041542845
uniform_dec1_only,left_kidney,0.9166865856153111,-0.002348887431980473
uniform_dec1_only,stomach,0.8247166344384386,-0.0016944104130197646
uniform_dec1_only,pancreas,0.6865735681792439,-0.020987683716840122
uniform_dec1_only,gall_bladder,0.7140337525959402,-0.0015185362861520613
uniform_dec1_only,right_adrenal_gland,0.6554038275922472,-0.015578154314286996
uniform_dec1_only,left_adrenal_gland,0.6176534472796997,-0.02310567207927794
uniform_dec1_only,duodenum,0.6305707358203095,-0.003103398938373192
uniform_dec1_only,esophagus,0.773106420179829,0.0022696191690078082
uniform_dec1_only,bladder,0.806061824188792,-0.0027071193594170317
remove_dec4_H1,liver,0.9136395805389939,-0.0138696078169952
remove_dec4_H1,spleen,0.9181125219315383,-0.0013510925572582932
remove_dec4_H1,right_kidney,0.8797276441445088,-0.050841728473397074
remove_dec4_H1,left_kidney,0.8535957442468758,-0.06543972880041582
remove_dec4_H1,stomach,0.7515407485552892,-0.07487029629616915
remove_dec4_H1,pancreas,0.5676162197457603,-0.13994503215032372
remove_dec4_H1,gall_bladder,0.6828986837541798,-0.03265360512791238
remove_dec4_H1,right_adrenal_gland,0.6317852194541668,-0.03919676245236747
remove_dec4_H1,left_adrenal_gland,0.621921964538392,-0.018837154820585678
remove_dec4_H1,duodenum,0.446876195902083,-0.18679793885659973
remove_dec4_H1,esophagus,0.6762498983136934,-0.09458690269712777
remove_dec4_H1,bladder,0.1223198522219996,-0.6864490913262095
remove_dec4_H2,liver,0.9222976335758142,-0.005211554780174876
remove_dec4_H2,spleen,0.853715290526829,-0.0657483239619675
remove_dec4_H2,right_kidney,0.929142611528555,-0.0014267610893508031
remove_dec4_H2,left_kidney,0.9141969933956363,-0.004838479651655292
remove_dec4_H2,stomach,0.810365970073493,-0.01604507477796535
remove_dec4_H2,pancreas,0.7035308932739085,-0.0040303586221754895
remove_dec4_H2,gall_bladder,0.717241459923031,0.0016891710409387972
remove_dec4_H2,right_adrenal_gland,0.6724229549410934,0.0014409730345591454
remove_dec4_H2,left_adrenal_gland,0.634469224638277,-0.006289894720700628
remove_dec4_H2,duodenum,0.6326729146852355,-0.0010012200734472732
remove_dec4_H2,esophagus,0.770399814300043,-0.0004369867107781866
remove_dec4_H2,bladder,0.8091766236978337,0.00040768014962466737
remove_dec3_H1,liver,0.9106086958652038,-0.01690049249078529
remove_dec3_H1,spleen,0.8943443755638019,-0.02511923892499468
remove_dec3_H1,right_kidney,0.8443520318272387,-0.08621734079066712
remove_dec3_H1,left_kidney,0.8546146303913665,-0.06442084265592507
remove_dec3_H1,stomach,0.6619853184298039,-0.16442572642165443
remove_dec3_H1,pancreas,0.6043384088444267,-0.1032228430516573
remove_dec3_H1,gall_bladder,0.5866585349528552,-0.12889375392923696
remove_dec3_H1,right_adrenal_gland,0.6185310263684953,-0.05245095553803891
remove_dec3_H1,left_adrenal_gland,0.3788954788379053,-0.26186364052107236
remove_dec3_H1,duodenum,0.5265974758944367,-0.107076658864246
remove_dec3_H1,esophagus,0.6604532970088529,-0.11038350400196828
remove_dec3_H1,bladder,0.47704972027075476,-0.3317192232774543
remove_dec3_H2,liver,0.9071331891595134,-0.020375999196475703
remove_dec3_H2,spleen,0.9104029268192092,-0.009060687669587342
remove_dec3_H2,right_kidney,0.9266773073019985,-0.003892065315907356
remove_dec3_H2,left_kidney,0.915830086156676,-0.003205386890615558
remove_dec3_H2,stomach,0.8063929341599397,-0.020018110691518598
remove_dec3_H2,pancreas,0.7075515905422997,-9.661353784329307e-06
remove_dec3_H2,gall_bladder,0.6504081237339042,-0.065144165148188
remove_dec3_H2,right_adrenal_gland,0.659519322553535,-0.011462659352999283
remove_dec3_H2,left_adrenal_gland,0.6319679611757464,-0.008791158183231285
remove_dec3_H2,duodenum,0.6271568958916728,-0.006517238867009945
remove_dec3_H2,esophagus,0.7712518142438248,0.000415013233003636
remove_dec3_H2,bladder,0.8086946213189601,-7.43222292489687e-05
remove_dec2_H1,liver,0.9221276351092403,-0.005381553246748716
remove_dec2_H1,spleen,0.9125942218682436,-0.006869392620552972
remove_dec2_H1,right_kidney,0.9138805036182305,-0.016688868999675366
remove_dec2_H1,left_kidney,0.8986961467808305,-0.020339326266461066
remove_dec2_H1,stomach,0.8092139279932572,-0.017197116858201134
remove_dec2_H1,pancreas,0.6662599823936634,-0.041301269502420634
remove_dec2_H1,gall_bladder,0.6538166186509878,-0.06173567023110438
remove_dec2_H1,right_adrenal_gland,0.498072107946708,-0.17290987395982627
remove_dec2_H1,left_adrenal_gland,0.587935212632741,-0.05282390672623671
remove_dec2_H1,duodenum,0.5677009530576089,-0.0659731817010738
remove_dec2_H1,esophagus,0.6993902371243754,-0.07144656388644577
remove_dec2_H1,bladder,0.768577196449984,-0.04019174709822504
remove_dec2_H2,liver,0.9118151310461247,-0.015694057309864395
remove_dec2_H2,spleen,0.9044762204333829,-0.014987394055413605
remove_dec2_H2,right_kidney,0.924359317434208,-0.006210055183697882
remove_dec2_H2,left_kidney,0.9149570056925649,-0.0040784673547267225
remove_dec2_H2,stomach,0.8087774608198094,-0.01763358403164894
remove_dec2_H2,pancreas,0.6834607271188271,-0.024100524777256882
remove_dec2_H2,gall_bladder,0.709782809886399,-0.005769478995693245
remove_dec2_H2,right_adrenal_gland,0.6604251482705377,-0.010556833635996576
remove_dec2_H2,left_adrenal_gland,0.6273079934623547,-0.013451125896623006
remove_dec2_H2,duodenum,0.613171142997289,-0.020502991761393696
remove_dec2_H2,esophagus,0.7408806431523868,-0.029956157858434418
remove_dec2_H2,bladder,0.8142487461164202,0.005479802568211123
remove_dec1_H1,liver,0.9010564834578477,-0.026452704898141333
remove_dec1_H1,spleen,0.8636849754373233,-0.05577863905147329
remove_dec1_H1,right_kidney,0.9065373319186917,-0.024032040699214163
remove_dec1_H1,left_kidney,0.8746119411195002,-0.04442353192779136
remove_dec1_H1,stomach,0.7906703560841095,-0.035740688767348816
remove_dec1_H1,pancreas,0.5335758039761861,-0.1739854479198979
remove_dec1_H1,gall_bladder,0.6831999551271286,-0.0323523337549636
remove_dec1_H1,right_adrenal_gland,0.4816942534995944,-0.18928772840693986
remove_dec1_H1,left_adrenal_gland,0.439488612539002,-0.20127050681997566
remove_dec1_H1,duodenum,0.5832737190846989,-0.05040041567398379
remove_dec1_H1,esophagus,0.7152788356932503,-0.055557965317570845
remove_dec1_H1,bladder,0.782399811917748,-0.026369131630461062
remove_dec1_H2,liver,0.9245790457291319,-0.0029301426268572017
remove_dec1_H2,spleen,0.9187001994498468,-0.0007634150389497218
remove_dec1_H2,right_kidney,0.9269910633686458,-0.0035783092492600588
remove_dec1_H2,left_kidney,0.9145232844711546,-0.0045121885761369995
remove_dec1_H2,stomach,0.8251085356192164,-0.0013025092322419551
remove_dec1_H2,pancreas,0.7069739143805108,-0.0005873375155731608
remove_dec1_H2,gall_bladder,0.7089626808536508,-0.0065896080284414404
remove_dec1_H2,right_adrenal_gland,0.6686249889324921,-0.002356992974042127
remove_dec1_H2,left_adrenal_gland,0.6302909893957191,-0.010468129963258521
remove_dec1_H2,duodenum,0.6284415053599374,-0.005232629398745359
remove_dec1_H2,esophagus,0.7666047928658756,-0.00423200814494562
remove_dec1_H2,bladder,0.8070847694065705,-0.0016841741416385725
